product_name,color,product_category,mrp,total_sizes,available_size,brand_name,retailer,description,pdp_url,rating,review_count,scrapping_datetime
invisibles thong,SPEAKEASY,Panties,13,"s,m,l","s,m,l",Calvin Klein,Calvin Klein US,the invisibles thong features a tagless style and logo at waistband.,invisibles thong,NULL,NULL,25-04-20 13:57
seamless illusions stripe print thong,BLACK,Panties,13,"s,m,l","s,m,l",Calvin Klein,Calvin Klein US,seamless edges for a no-show look in an illusions stripe print.,seamless illusions stripe print thong,NULL,NULL,25-04-20 13:57
logo cotton bikini,BLACK,Panties,13,"s,m,l","s,m,l",Calvin Klein,Calvin Klein US,the logo cotton bikini features an elasticized logo waistband and full cotton gusset.,logo cotton bikini,NULL,NULL,25-04-20 13:57
logo cotton bikini,WHITE,Panties,13,"s,m,l","s,m,l",Calvin Klein,Calvin Klein US,the logo cotton bikini features an elasticized logo waistband and full cotton gusset.,logo cotton bikini,NULL,NULL,25-04-20 13:57
logo cotton thong,BLACK,Panties,13,"s,m,l","s,m,l",Calvin Klein,Calvin Klein US,thelogo cotton thong features an elasticized waistband and cotton gusset.,logo cotton thong,NULL,NULL,25-04-20 13:57
logo cotton thong,WHITE,Panties,13,"s,m,l","s,m,l",Calvin Klein,Calvin Klein US,thelogo cotton thong features an elasticized waistband and cotton gusset.,logo cotton thong,NULL,NULL,25-04-20 13:57
thong with lace,BLACK,Panties,13,"s,m,l","s,m,l",Calvin Klein,Calvin Klein US,lace trim and a silky fabric detail this thong.,thong with lace,NULL,NULL,25-04-20 13:57
thong with lace,CHARCOAL,Panties,13,"s,m,l","s,m,l",Calvin Klein,Calvin Klein US,lace trim and a silky fabric detail this thong.,thong with lace,NULL,NULL,25-04-20 13:57
thong with lace,TAN/CREAM,Panties,13,"s,m,l","s,m,l",Calvin Klein,Calvin Klein US,lace trim and a silky fabric detail this thong.,thong with lace,NULL,NULL,25-04-20 13:57
thong with lace,POLYMER BLUE,Panties,13,"s,m,l","s,m,l",Calvin Klein,Calvin Klein US,lace trim and a silky fabric detail this thong.,thong with lace,NULL,NULL,25-04-20 13:57
thong with lace,UNDONE WITH SCANDAL LACE,Panties,13,"s,m,l","s,m,l",Calvin Klein,Calvin Klein US,lace trim and a silky fabric detail this thong.,thong with lace,NULL,NULL,25-04-20 13:57
